Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated,Date Time
Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,54.0,1h,Good,15.0,1h,Good,9.0,19/11/2018 2:00,1542589502
Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,53.0,1h,Good,8.0,1h,Good,11.0,19/11/2018 2:00,1542589502
Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,71.0,1h,Good,7.0,1h,Good,8.0,19/11/2018 2:00,1542589502
Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,56.0,0h,Good,22.0,2h,Good,16.0,19/11/2018 3:00,1542593102
Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,57.0,2h,Good,12.0,2h,Good,9.0,19/11/2018 3:00,1542593102
Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,53.0,2h,Good,7.0,2h,Good,11.0,19/11/2018 3:00,1542593102
Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,73.0,2h,Good,6.0,2h,Good,8.0,19/11/2018 3:00,1542593102
Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,58.0,3h,Good,11.0,3h,Good,9.0,19/11/2018 4:00,1542596702
Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,54.0,3h,Good,6.0,3h,Good,12.0,19/11/2018 4:00,1542596702
Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,73.0,3h,Good,6.0,3h,Good,8.0,19/11/2018 4:00,1542596702
Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,57.0,4h,Good,12.0,4h,Good,10.0,19/11/2018 5:00,1542600302
Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,54.0,4h,Good,7.0,4h,Good,12.0,19/11/2018 5:00,1542600302
Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,74.0,4h,Good,6.0,4h,Good,9.0,19/11/2018 5:00,1542600302
Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,63.0,5h,Good,8.0,5h,Good,10.0,19/11/2018 6:00,1542603901
Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,58.0,5h,Good,4.0,5h,Good,12.0,19/11/2018 6:00,1542603901
Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,75.0,5h,Good,5.0,5h,Good,9.0,19/11/2018 6:00,1542603901
Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,57.0,6h,Good,15.0,6h,Good,10.0,19/11/2018 7:00,1542607502
Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,57.0,6h,Good,6.0,6h,Good,13.0,19/11/2018 7:00,1542607502
Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,75.0,6h,Good,7.0,6h,Good,9.0,19/11/2018 7:00,1542607502
Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,41.0,7h,Good,36.0,7h,Good,17.0,19/11/2018 8:00,1542611102
Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,49.0,7h,Good,24.0,7h,Good,10.0,19/11/2018 8:00,1542611102
Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,50.0,7h,Good,14.0,7h,Good,13.0,19/11/2018 8:00,1542611102
Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,74.0,7h,Good,7.0,7h,Good,10.0,19/11/2018 8:00,1542611102
Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,20.0,8h,Good,67.0,8h,Good,18.0,19/11/2018 9:00,1542614701
Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,37.0,8h,Good,43.0,8h,Good,11.0,19/11/2018 9:00,1542614701
Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,39.0,8h,Good,29.0,8h,Good,14.0,19/11/2018 9:00,1542614701
Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,73.0,8h,Good,10.0,8h,Good,10.0,19/11/2018 9:00,1542614701
Barcelona - Eixample,Good,2.1538,41.3853,9h,Good,12.0,9h,Good,77.0,9h,Good,19.0,19/11/2018 10:00,1542618302
Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,35.0,9h,Good,43.0,9h,Good,11.0,19/11/2018 10:00,1542618302
Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,24.0,9h,Good,50.0,9h,Good,14.0,19/11/2018 10:00,1542618302
Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,71.0,9h,Good,11.0,9h,Good,10.0,19/11/2018 10:00,1542618302
Barcelona - Eixample,Good,2.1538,41.3853,10h,Good,14.0,10h,Good,76.0,10h,Good,20.0,19/11/2018 11:00,1542621902
Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,31.0,10h,Good,48.0,11h,Good,12.0,19/11/2018 11:00,1542621902
Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,30.0,10h,Good,41.0,10h,Good,14.0,19/11/2018 11:00,1542621902
Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,68.0,10h,Good,13.0,10h,Good,11.0,19/11/2018 11:00,1542621902
Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,20.0,11h,Good,67.0,11h,Good,21.0,19/11/2018 12:00,1542625501
Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,47.0,11h,Good,30.0,11h,Good,12.0,19/11/2018 12:00,1542625501
Barcelona - Palau Reial,Good,2.1151,41.3875,11h,Good,43.0,11h,Good,25.0,11h,Good,15.0,19/11/2018 12:00,1542625501
Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,68.0,11h,Good,10.0,11h,Good,11.0,19/11/2018 12:00,1542625501
Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,37.0,12h,Good,48.0,12h,Good,21.0,19/11/2018 13:00,1542629103
Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,64.0,12h,Good,15.0,12h,Good,13.0,19/11/2018 13:00,1542629103
Barcelona - Palau Reial,Good,2.1151,41.3875,12h,Good,53.0,12h,Good,15.0,12h,Good,15.0,19/11/2018 13:00,1542629103
Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,70.0,12h,Good,10.0,12h,Good,12.0,19/11/2018 13:00,1542629103
Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,38.0,13h,Good,50.0,13h,Good,22.0,19/11/2018 14:00,1542632701
Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,66.0,13h,Good,15.0,13h,Good,14.0,19/11/2018 14:00,1542632701
Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,58.0,13h,Good,11.0,13h,Good,15.0,19/11/2018 14:00,1542632701
Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,73.0,13h,Good,9.0,13h,Good,12.0,19/11/2018 14:00,1542632701
Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,43.0,14h,Good,45.0,14h,Good,23.0,19/11/2018 15:00,1542636302
Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,53.0,14h,Good,22.0,14h,Good,14.0,19/11/2018 15:00,1542636302
Barcelona - Palau Reial,Good,2.1151,41.3875,14h,Good,53.0,14h,Good,17.0,14h,Good,16.0,19/11/2018 15:00,1542636302
Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,62.0,14h,Good,15.0,14h,Good,13.0,19/11/2018 15:00,1542636302
Barcelona - Eixample,Good,2.1538,41.3853,15h,Good,39.0,15h,Good,52.0,15h,Good,23.0,19/11/2018 16:00,1542639902
Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,56.0,15h,Good,22.0,15h,Good,14.0,19/11/2018 16:00,1542639902
Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,56.0,15h,Good,14.0,15h,Good,16.0,19/11/2018 16:00,1542639902
Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,64.0,15h,Good,13.0,15h,Good,14.0,19/11/2018 16:00,1542639902
Barcelona - Eixample,Good,2.1538,41.3853,16h,Good,33.0,16h,Good,54.0,16h,Good,24.0,19/11/2018 17:00,1542643501
Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,54.0,16h,Good,19.0,16h,Good,15.0,19/11/2018 17:00,1542643501
Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,46.0,16h,Good,20.0,16h,Good,16.0,19/11/2018 17:00,1542643501
Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,63.0,16h,Good,12.0,16h,Good,14.0,19/11/2018 17:00,1542643501
Barcelona - Eixample,Good,2.1538,41.3853,17h,Good,23.0,17h,Good,69.0,17h,Good,24.0,19/11/2018 18:00,1542647102
Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,41.0,17h,Good,35.0,17h,Good,15.0,19/11/2018 18:00,1542647102
Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,38.0,17h,Good,31.0,17h,Good,16.0,19/11/2018 18:00,1542647102
Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,64.0,17h,Good,12.0,17h,Good,14.0,19/11/2018 18:00,1542647102
Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,18.0,18h,Good,72.0,18h,Good,25.0,19/11/2018 19:00,1542650702
Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,35.0,18h,Good,40.0,18h,Good,15.0,19/11/2018 19:00,1542650702
Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,37.0,18h,Good,30.0,18h,Good,16.0,19/11/2018 19:00,1542650702
Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,49.0,18h,Good,25.0,18h,Good,15.0,19/11/2018 19:00,1542650702
Barcelona - Eixample,Good,2.1538,41.3853,19h,Good,8.0,19h,Good,86.0,19h,Good,25.0,19/11/2018 20:00,1542654302
Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,25.0,19h,Good,51.0,19h,Good,16.0,19/11/2018 20:00,1542654302
Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,33.0,19h,Good,35.0,19h,Good,16.0,19/11/2018 20:00,1542654302
Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,58.0,19h,Good,22.0,19h,Good,15.0,19/11/2018 20:00,1542654302
Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,9.0,20h,Good,79.0,20h,Good,25.0,19/11/2018 21:00,1542657902
Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,18.0,20h,Good,56.0,20h,Good,16.0,19/11/2018 21:00,1542657902
Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,17.0,20h,Good,54.0,20h,Good,15.0,19/11/2018 21:00,1542657902
Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,70.0,20h,Good,11.0,20h,Good,15.0,19/11/2018 21:00,1542657902
Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,6.0,21h,Good,75.0,21h,Good,25.0,19/11/2018 22:00,1542661501
Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,22.0,21h,Good,49.0,21h,Good,16.0,19/11/2018 22:00,1542661501
Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,23.0,21h,Good,43.0,21h,Good,15.0,19/11/2018 22:00,1542661501
Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,73.0,21h,Good,8.0,21h,Good,14.0,19/11/2018 22:00,1542661501
Barcelona - Eixample,Good,2.1538,41.3853,22h,Good,12.0,22h,Good,71.0,22h,Good,25.0,19/11/2018 23:00,1542665102
Barcelona - Vall Hebron,Good,2.148,41.4261,22h,Good,19.0,22h,Good,55.0,22h,Good,16.0,19/11/2018 23:00,1542665102
Barcelona - Palau Reial,Good,2.1151,41.3875,22h,Good,19.0,22h,Good,48.0,22h,Good,14.0,19/11/2018 23:00,1542665102
Barcelona - Observ Fabra,Good,2.1239,41.4183,22h,Good,74.0,22h,Good,9.0,22h,Good,14.0,19/11/2018 23:00,1542665102
Barcelona - Eixample,Good,2.1538,41.3853,23h,Good,17.0,23h,Good,56.0,23h,Good,24.0,20/11/2018 0:00,1542668702
Barcelona - Vall Hebron,Good,2.148,41.4261,23h,Good,26.0,23h,Good,40.0,23h,Good,16.0,20/11/2018 0:00,1542668702
Barcelona - Palau Reial,Good,2.1151,41.3875,23h,Good,24.0,23h,Good,35.0,23h,Good,14.0,20/11/2018 0:00,1542668702
Barcelona - Observ Fabra,Good,2.1239,41.4183,23h,Good,72.0,23h,Good,10.0,23h,Good,14.0,20/11/2018 0:00,1542668702
Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,7.0,0h,Good,61.0,1h,Good,24.0,20/11/2018 1:00,1542672302
Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,29.0,0h,Good,32.0,0h,Good,16.0,20/11/2018 1:00,1542672302
Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,12.0,0h,Good,39.0,0h,Good,13.0,20/11/2018 1:00,1542672302
Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,67.0,0h,Good,12.0,0h,Good,13.0,20/11/2018 1:00,1542672302
Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,8.0,1h,Good,58.0,1h,Good,24.0,20/11/2018 2:00,1542675902
Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,32.0,1h,Good,26.0,1h,Good,16.0,20/11/2018 2:00,1542675902
Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,19.0,1h,Good,25.0,1h,Good,13.0,20/11/2018 2:00,1542675902
Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,68.0,1h,Good,10.0,2h,Good,13.0,20/11/2018 2:00,1542675902
Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,21.0,2h,Good,35.0,2h,Good,24.0,20/11/2018 3:00,1542679501
Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,27.0,2h,Good,26.0,2h,Good,16.0,20/11/2018 3:00,1542679501
Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,24.0,2h,Good,21.0,2h,Good,12.0,20/11/2018 3:00,1542679501
Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,60.0,2h,Good,12.0,2h,Good,13.0,20/11/2018 3:00,1542679501
Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,21.0,3h,Good,35.0,3h,Good,23.0,20/11/2018 4:00,1542683102
Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,53.0,3h,Good,10.0,3h,Good,16.0,20/11/2018 4:00,1542683102
Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,22.0,3h,Good,17.0,3h,Good,12.0,20/11/2018 4:00,1542683102
Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,73.0,3h,Good,6.0,3h,Good,13.0,20/11/2018 4:00,1542683102
Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,26.0,4h,Good,30.0,4h,Good,23.0,20/11/2018 5:00,1542686702
Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,51.0,4h,Good,9.0,4h,Good,16.0,20/11/2018 5:00,1542686702
Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,25.0,4h,Good,14.0,4h,Good,12.0,20/11/2018 5:00,1542686702
Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,69.0,4h,Good,7.0,4h,Good,12.0,20/11/2018 5:00,1542686702
Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,17.0,5h,Good,40.0,5h,Good,23.0,20/11/2018 6:00,1542690301
Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,22.0,5h,Good,31.0,5h,Good,16.0,20/11/2018 6:00,1542690301
Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,21.0,5h,Good,13.0,5h,Good,12.0,20/11/2018 6:00,1542690301
Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,73.0,5h,Good,8.0,5h,Good,12.0,20/11/2018 6:00,1542690301
Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,14.0,6h,Good,48.0,6h,Good,23.0,20/11/2018 7:00,1542693902
Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,9.0,6h,Good,45.0,6h,Good,15.0,20/11/2018 7:00,1542693902
Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,27.0,6h,Good,16.0,6h,Good,11.0,20/11/2018 7:00,1542693902
Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,68.0,6h,Good,11.0,6h,Good,12.0,20/11/2018 7:00,1542693902
Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,8.0,7h,Good,62.0,7h,Good,23.0,20/11/2018 8:00,1542697502
Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,11.0,7h,Good,52.0,7h,Good,15.0,20/11/2018 8:00,1542697502
Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,17.0,7h,Good,28.0,7h,Good,11.0,20/11/2018 8:00,1542697502
Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,71.0,7h,Good,5.0,7h,Good,12.0,20/11/2018 8:00,1542697502
Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,2.0,8h,Good,83.0,8h,Good,23.0,20/11/2018 9:00,1542701101
Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,7.0,8h,Good,49.0,8h,Good,15.0,20/11/2018 9:00,1542701101
Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,3.0,8h,Good,49.0,8h,Good,11.0,20/11/2018 9:00,1542701101
Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,62.0,8h,Good,12.0,8h,Good,12.0,20/11/2018 9:00,1542701101
Barcelona - Eixample,Moderate,2.1538,41.3853,9h,Good,2.0,9h,Moderate,96.0,9h,Good,23.0,20/11/2018 10:00,1542704702
Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,3.0,9h,Good,56.0,9h,Good,15.0,20/11/2018 10:00,1542704702
Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,1.0,9h,Good,60.0,9h,Good,11.0,20/11/2018 10:00,1542704702
Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,62.0,9h,Good,12.0,9h,Good,11.0,20/11/2018 10:00,1542704702
Barcelona - Eixample,Good,2.1538,41.3853,10h,Good,8.0,10h,Good,77.0,10h,Good,23.0,20/11/2018 11:00,1542708302
Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,17.0,10h,Good,39.0,10h,Good,15.0,20/11/2018 11:00,1542708302
Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,9.0,10h,Good,59.0,10h,Good,11.0,20/11/2018 11:00,1542708302
Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,56.0,10h,Good,13.0,10h,Good,11.0,20/11/2018 11:00,1542708302
Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,11.0,11h,Good,71.0,11h,Good,23.0,20/11/2018 12:00,1542711902
Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,37.0,11h,Good,26.0,11h,Good,16.0,20/11/2018 12:00,1542711902
Barcelona - Palau Reial,Good,2.1151,41.3875,11h,Good,25.0,11h,Good,37.0,11h,Good,11.0,20/11/2018 12:00,1542711902
Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,54.0,11h,Good,17.0,11h,Good,9.0,20/11/2018 12:00,1542711902
Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,9.0,12h,Good,80.0,12h,Good,23.0,20/11/2018 13:00,1542715502
Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,32.0,12h,Good,34.0,12h,Good,16.0,20/11/2018 13:00,1542715502
Barcelona - Palau Reial,Good,2.1151,41.3875,12h,Good,14.0,12h,Good,54.0,13h,Good,11.0,20/11/2018 13:00,1542715502
Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,36.0,12h,Good,33.0,12h,Good,9.0,20/11/2018 13:00,1542715502
Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,9.0,12h,Good,80.0,13h,Good,23.0,20/11/2018 14:00,1542719101
Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,22.0,13h,Good,39.0,13h,Good,15.0,20/11/2018 14:00,1542719101
Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,16.0,13h,Good,53.0,13h,Good,12.0,20/11/2018 14:00,1542719101
Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,31.0,13h,Good,36.0,13h,Good,10.0,20/11/2018 14:00,1542719101
Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,9.0,12h,Good,80.0,14h,Good,23.0,20/11/2018 15:00,1542722702
Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,17.0,14h,Good,50.0,14h,Good,15.0,20/11/2018 15:00,1542722702
Barcelona - Palau Reial,Good,2.1151,41.3875,14h,Good,19.0,14h,Good,48.0,14h,Good,12.0,20/11/2018 15:00,1542722702
Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,39.0,14h,Good,36.0,14h,Good,10.0,20/11/2018 15:00,1542722702
Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,28.0,15h,Good,43.0,15h,Good,16.0,20/11/2018 16:00,1542726302
Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,19.0,14h,Good,48.0,15h,Good,12.0,20/11/2018 16:00,1542726302
Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,40.0,15h,Good,34.0,15h,Good,10.0,20/11/2018 16:00,1542726302
Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,32.0,16h,Good,45.0,16h,Good,16.0,20/11/2018 17:00,1542729901
Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,19.0,14h,Good,48.0,16h,Good,13.0,20/11/2018 17:00,1542729901
Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,31.0,16h,Good,43.0,16h,Good,10.0,20/11/2018 17:00,1542729901
Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,39.0,17h,Good,40.0,17h,Good,16.0,20/11/2018 18:00,1542733502
Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,26.0,17h,Good,44.0,17h,Good,13.0,20/11/2018 18:00,1542733502
Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,52.0,17h,Good,27.0,17h,Good,10.0,20/11/2018 18:00,1542733502
Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,8.0,18h,Good,85.0,18h,Good,24.0,20/11/2018 19:00,1542737101
Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,3.0,18h,Good,64.0,18h,Good,16.0,20/11/2018 19:00,1542737101
Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,5.0,18h,Good,67.0,18h,Good,13.0,20/11/2018 19:00,1542737101
Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,43.0,18h,Good,38.0,18h,Good,10.0,20/11/2018 19:00,1542737101
Barcelona - Eixample,Moderate,2.1538,41.3853,19h,Good,2.0,19h,Moderate,100.0,19h,Good,25.0,20/11/2018 20:00,1542740702
Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,2.0,19h,Good,67.0,19h,Good,16.0,20/11/2018 20:00,1542740702
Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,1.0,19h,Good,70.0,19h,Good,14.0,20/11/2018 20:00,1542740702
Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,36.0,19h,Good,45.0,19h,Good,11.0,20/11/2018 20:00,1542740702
Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,1.0,20h,Good,87.0,20h,Good,25.0,20/11/2018 21:00,1542744302
Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,2.0,20h,Good,68.0,20h,Good,17.0,20/11/2018 21:00,1542744302
Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,1.0,20h,Good,70.0,20h,Good,14.0,20/11/2018 21:00,1542744302
Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,46.0,20h,Good,32.0,20h,Good,11.0,20/11/2018 21:00,1542744302
Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,11.0,21h,Good,78.0,21h,Good,25.0,20/11/2018 22:00,1542747902
Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,35.0,21h,Good,36.0,21h,Good,17.0,20/11/2018 22:00,1542747902
Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,47.0,21h,Good,23.0,21h,Good,14.0,20/11/2018 22:00,1542747902
Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,65.0,21h,Good,16.0,22h,Good,11.0,20/11/2018 22:00,1542747902
Barcelona - Eixample,Good,2.1538,41.3853,22h,Good,3.0,22h,Good,86.0,22h,Good,24.0,20/11/2018 23:00,1542751502
Barcelona - Vall Hebron,Good,2.148,41.4261,22h,Good,37.0,22h,Good,37.0,22h,Good,17.0,20/11/2018 23:00,1542751502
Barcelona - Palau Reial,Good,2.1151,41.3875,22h,Good,28.0,22h,Good,40.0,22h,Good,14.0,20/11/2018 23:00,1542751502
Barcelona - Observ Fabra,Good,2.1239,41.4183,22h,Good,90.0,22h,Good,4.0,22h,Good,10.0,20/11/2018 23:00,1542751502
